CHR	BP1	BP2	PRB	GEN	HWU_P	NWU_P	PWU_P	GEN_P
17	35730963	35741466	GI_21361894-S	FKBP10	9.35E-01	7.86E-01	9.29E-01	0.6459970991
17	35765857	35795636	GI_14589910-A	MMP28	3.22E-01	2.22E-01	3.67E-01	0.6708688179
17	35771767	35783595	GI_8922527-S	KLHL11	5.74E-01	4.49E-01	5.62E-01	0.5732462087
17	35785140	35836956	GI_38569420-S	ACLY	1.55E-01	4.76E-01	1.46E-01	0.5547337234
17	35798449	35868684	GI_19743888-I	TADA2A	5.74E-01	4.99E-01	5.46E-01	0.3844071424
17	35809455	35847242	GI_21327700-A	TAF15	2.07E-01	6.02E-01	1.72E-01	0.1234009584
17	35854946	35868891	GI_22749528-S	C17orf66	8.72E-01	6.52E-01	8.88E-01	0.2321517718
17	35871491	35880373	GI_22538813-S	CCL5	7.69E-01	4.65E-01	8.09E-01	0.6389907486
17	35881408	35905049	GI_5902001-S	DUSP14	7.96E-01	4.53E-01	8.37E-01	0.5070852602
17	35884123	35895118	GI_38570090-S	CNP	5.51E-01	5.11E-01	5.20E-01	0.723180127
17	35893803	35934944	GI_4507712-S	DNAJC7	6.11E-01	6.52E-01	5.11E-01	0.8764331809
17	35934823	35942887	GI_40316921-S	NKIRAS2	3.65E-01	6.01E-01	2.48E-01	0.8458029242
17	35983656	35986728	GI_34335176-A	CCL14	1.93E-01	4.14E-01	1.84E-01	0.5567351426
17	36003881	36035027	GI_38569504-A	DDX52	1.08E-01	3.80E-01	8.81E-02	0.1179453783
17	36018500	36029831	GI_13129141-S	DHX58	4.16E-01	4.65E-01	3.60E-01	0.912026045
17	36030209	36038464	GI_10835100-S	KAT2A	9.28E-01	8.00E-01	8.94E-01	0.5576117514
17	36039837	36040452	GI_15082237-S	HSPB9	6.47E-01	9.28E-01	2.59E-01	0.082334992
17	36042066	36072281	GI_41393544-A	RAB5C	8.56E-01	4.58E-01	9.15E-01	0.3611196878
17	36064283	36071481	GI_22547150-S	CCL18	4.82E-01	2.36E-01	5.63E-01	0.6464363012
17	36074129	36098412	GI_6912445-S	KCNH4	8.83E-01	7.83E-01	8.05E-01	0.579168595
17	36088256	36090160	GI_4506842-S	CCL3	6.10E-01	7.75E-01	4.30E-01	0.8336706646
17	36101194	36102586	GI_4557634-S	HCRT	8.24E-01	8.28E-01	6.50E-01	0.1367852471
17	36103827	36105621	GI_4506844-S	CCL4	9.20E-01	6.71E-01	9.28E-01	0.0103109061
17	36106217	36111662	GI_31543054-S	GHDC	2.91E-01	4.77E-01	2.49E-01	0.3689717075
17	36116230	36193344	GI_42519913-S	STAT5B	5.71E-01	8.07E-01	3.48E-01	0.2517913438
17	36204247	36228642	GI_21618341-S	STAT5A	1.71E-01	7.23E-01	1.39E-01	0.3065291495
17	36230024	36304785	GI_21618337-A	STAT3	9.33E-01	7.48E-01	9.38E-01	0.4574780741
17	36375995	36439547	GI_19913417-S	ATP6V0A1	7.52E-01	3.85E-01	8.50E-01	0.0047371719
17	36428612	36439523	GI_14149984-S	TBC1D3F	4.65E-01	2.42E-01	6.60E-01	0.9058410968
17	36452897	36461477	GI_40548380-S	NAGLU	9.78E-02	4.93E-01	2.92E-02	0.4809920559
17	36468996	36472244	GI_4504500-S	HSD17B1	9.34E-01	8.48E-01	8.28E-01	0.8188871179
17	36478761	36482968	GI_22095394-S	COASY	7.48E-01	5.52E-01	7.34E-01	0.7895934947
17	36483747	36489890	GI_38201613-A	MLX	8.28E-01	4.62E-01	9.39E-01	0.2766093633
17	36486627	36499310	GI_22094078-S	ZNHIT3	3.78E-01	7.87E-01	1.80E-01	0.5783373179
17	36495755	36535457	GI_34147511-S	MYO19	9.00E-01	7.34E-01	9.27E-01	0.2042746134
17	36496172	36526037	GI_31342405-S	FAM134C	4.67E-01	7.05E-01	2.56E-01	0.290896849
17	36525950	36531846	GI_34222287-S	TUBG1	7.09E-02	7.95E-01	1.51E-02	0.6396980394
17	36534973	36539368	GI_31341845-S	PIGW	6.17E-01	9.14E-01	2.51E-01	0.3804270065
17	36544888	36589848	GI_13376244-S	GGNBP2	5.99E-01	8.78E-01	3.24E-01	0.3930364791
17	36576288	36584051	GI_7706750-S	TUBG2	8.68E-01	8.53E-01	7.11E-01	0.6568742995
17	36591786	36600804	GI_34147373-S	DHRS11	6.33E-01	1.33E-01	9.31E-01	0.4187196183
17	36599698	36617086	GI_4505462-S	CNTNAP1	4.70E-01	1.47E-01	6.29E-01	0.8038670144
17	36601581	36608971	GI_40068478-S	MRM1	4.88E-01	1.66E-01	7.08E-01	0.4938570843
17	36617368	36662170	GI_19923201-S	EZH1	8.82E-01	7.84E-01	8.14E-01	0.4669004982
17	36688586	36714781	GI_34304321-S	MRPL45	9.28E-01	8.73E-01	8.78E-01	0.5600734868
17	36689949	36696113	GI_37059727-S	VPS25	9.46E-01	9.07E-01	8.53E-01	0.6060693723
17	36726539	36740774	GI_19923741-S	BECN1	8.74E-01	8.02E-01	7.64E-01	0.1388303633
17	36749623	36760415	GI_30410793-A	PSME3	3.66E-01	4.77E-01	2.85E-01	0.0681406302
17	36761247	36767364	GI_6806880-A	AOC2	7.75E-01	6.15E-01	7.28E-01	0.6277398583
17	36868387	36882289	GI_34147388-S	AARSD1	8.43E-01	7.60E-01	7.16E-01	0.7491036806
17	36898263	36911396	GI_27436874-S	RUNDC1	2.74E-01	3.49E-01	2.84E-01	0.5765904545
17	36916138	36920742	GI_17017972-S	RPL27	4.40E-01	8.39E-01	2.36E-01	0.5240141681
17	36924506	36932236	GI_34147320-S	IFI35	2.80E-01	8.16E-01	1.53E-01	0.1152297019
17	36932382	36940809	GI_18379348-S	VAT1	3.13E-01	9.45E-01	7.64E-02	0.0386744994
17	36943610	36950406	GI_5579480-S	RND2	9.52E-01	8.92E-01	9.17E-01	0.1286608918
17	36948875	37056871	GI_14670384-S	AATF	7.96E-01	7.38E-01	6.77E-01	0.64173192
17	36962663	37043809	GI_6552306-A	BRCA1	9.04E-03	6.15E-01	8.13E-03	0.8451797266
17	37088806	37130178	GI_14110380-I	NBR1	2.01E-02	1.37E-01	2.63E-02	0.6663439033
17	37130365	37138053	GI_21450795-S	TMEM106A	8.92E-01	3.60E-01	9.09E-01	0.9476161818
17	37144295	37155791	GI_22538464-S	PSMB3	7.05E-02	9.71E-01	2.07E-02	0.0979873607
17	37157249	37191464	GI_32528304-I	PIP4K2B	9.53E-01	9.33E-01	7.85E-01	0.8943642554
17	37191993	37216912	GI_34147582-S	CWC25	9.77E-02	1.69E-01	1.20E-01	0.7569148952
17	37237511	37239661	GI_41327766-S	ARL4D	1.73E-01	5.18E-01	1.08E-01	0.3574265906
17	37241607	37245337	GI_14591907-S	RPL23	8.15E-01	5.57E-01	8.19E-01	0.6974123103
17	37261377	37313322	GI_5453709-S	LASP1	4.81E-01	7.47E-01	3.11E-01	0.2537668318
17	37326284	37366569	GI_4826689-S	DHX8	6.97E-01	7.42E-01	5.13E-01	0.4867300775
17	37406886	37477481	GI_19743888-I	TADA2A	6.95E-01	7.49E-01	4.68E-01	0.8472269884
17	37455276	37544219	GI_21361852-S	PLXDC1	8.79E-01	8.20E-01	7.25E-01	0.1200391397
17	37482058	37503546	GI_21396477-I	MEOX1	5.02E-01	7.47E-01	2.92E-01	0.8124572118
17	37489845	37513501	GI_5902001-S	DUSP14	8.90E-01	7.79E-01	7.70E-01	0.9055697397
17	37565987	37590231	GI_40804467-I	CACNB1	6.98E-01	7.94E-01	4.32E-01	0.5583536097
17	37592811	37597255	GI_17158042-S	RPL19	5.07E-01	3.84E-01	4.98E-01	0.5349389924
17	37603064	37618315	GI_39752672-S	STAC2	7.45E-02	8.55E-01	2.49E-02	0.7420511569
17	37607587	37620460	GI_37655179-S	DUSP3	9.00E-01	9.03E-01	6.87E-01	0.6163821098
17	37612318	37643464	GI_38569504-A	DDX52	6.52E-01	7.13E-01	4.64E-01	0.1623143951
17	37645201	37794114	GI_14249619-S	FBXL20	7.64E-01	7.86E-01	5.25E-01	0.9262473094
17	37688555	37705036	GI_37059758-S	CD300LG	4.29E-01	6.87E-01	2.64E-01	0.8202581977
17	37716788	37751379	GI_18765724-S	MPP2	8.16E-01	7.05E-01	7.05E-01	0.7966319485
17	37794371	37846167	GI_4758981-S	PYY	1.69E-01	7.93E-01	7.55E-02	0.3280497961
17	37796744	37843728	GI_28559038-S	MED1	6.54E-01	7.83E-01	4.36E-01	0.5874245447
17	37852887	37856676	GI_39725655-S	TMEM101	5.03E-01	8.32E-01	2.61E-01	0.0654215579
17	37853958	37926678	GI_7706548-S	CDK12	5.83E-01	5.59E-01	4.64E-01	0.8450779873
17	37876329	37908918	GI_22748746-S	LSM12	2.97E-01	6.79E-01	1.63E-01	0.9385262665
17	37912029	37917640	GI_24308433-S	G6PC3	3.18E-01	6.26E-01	1.69E-01	0.8489153551
17	37918049	37965007	GI_21237796-I	HDAC5	1.20E-01	2.89E-01	7.68E-02	0.0885660557
17	38012104	38020552	GI_24586687-S	ASB16	5.02E-01	2.31E-01	8.44E-01	0.7503254063
17	38019003	38028704	GI_31415879-I	PPP1R1B	6.59E-01	1.97E-01	9.43E-01	0.8905608543
17	38028107	38032851	GI_28973798-I	TMUB2	1.74E-01	1.99E-01	2.07E-01	0.342551689
17	38028107	38032851	GI_13129117-A	TMUB2	5.03E-01	1.99E-01	8.02E-01	0.8256749523
17	38029159	38056275	GI_31543656-S	STARD3	1.28E-01	1.45E-01	1.99E-01	0.659412241
17	38046143	38062692	GI_7657670-S	UBTF	6.04E-01	1.95E-01	9.04E-01	0.7884398291
17	38060055	38062549	GI_31543421-S	PNMT	8.18E-01	4.50E-01	8.88E-01	0.3977139544
17	38063196	38080094	GI_45505179-S	PGAP3	8.69E-01	3.57E-01	9.58E-01	0.8625644593
17	38089106	38108850	GI_4507020-S	SLC4A1	7.77E-01	2.42E-01	9.49E-01	0.7587799458
17	38121161	38122540	GI_42822890-S	MIEN1	1.59E-01	1.43E-01	2.41E-01	0.0775604494
17	38149503	38159613	GI_34147576-S	RUNDC3A	9.43E-01	8.63E-01	8.94E-01	0.4512499415
17	38149697	38256153	GI_38045964-A	IKZF3	7.77E-01	8.40E-01	6.07E-01	0.5535052986
17	38160568	38165792	GI_7706305-S	SLC25A39	3.02E-01	9.16E-01	1.42E-01	0.1227672855
17	38186768	38194753	GI_4504150-S	GRN	8.40E-01	7.65E-01	7.83E-01	0.4617019
17	38196936	38205199	GI_38348265-S	FAM171A2	8.38E-01	9.13E-01	5.13E-01	0.3192717049
17	38213453	38230761	GI_6006009-S	ITGA2B	1.90E-03	5.49E-01	1.99E-03	0.7803622116
17	38296551	38310609	GI_8924175-S	GSDMB	7.87E-01	6.07E-01	7.41E-01	0.6246666258
17	38297023	38323218	GI_34304321-S	MRPL45	3.23E-01	5.53E-01	2.05E-01	0.8597983936
17	38313002	38319590	GI_27544926-S	ORMDL3	7.65E-01	7.28E-01	4.76E-01	0.917786411
17	38354903	38369695	GI_31342342-S	GSDMA	3.11E-01	9.05E-01	9.85E-02	0.7477408039
17	38372697	38389910	GI_25777611-S	PSMD3	9.83E-01	9.23E-01	9.57E-01	0.4658411985
17	38399310	38404081	GI_5922012-S	FZD2	7.07E-01	4.04E-01	7.50E-01	0.8947690421
17	38407306	38409759	GI_27437048-A	CSF3	9.47E-01	9.32E-01	8.04E-01	0.3673208369
17	38411043	38446587	GI_41281495-S	MED24	8.99E-01	9.39E-01	5.58E-01	0.1588596144
17	38454163	38485823	GI_40806158-I	THRA	7.15E-02	9.45E-01	1.66E-02	0.8866351595
17	38454163	38485823	GI_40806159-I	THRA	9.69E-01	9.45E-01	9.79E-01	0.4834582358
17	38519655	38532015	GI_21389416-S	CCDC43	4.57E-01	7.96E-01	2.09E-01	0.7193462657
17	38532213	38564116	GI_24475733-S	CASC3	1.98E-01	9.06E-01	8.24E-02	0.9733220466
17	38569927	38587592	GI_7705938-S	RAPGEFL1	7.64E-01	9.06E-01	4.12E-01	0.2979873808
17	38611277	38673692	GI_23199980-S	WIPF2	9.68E-02	8.58E-01	3.96E-02	0.1898796296
17	38700731	38749203	GI_4506418-S	RARA	6.67E-02	1.71E-01	7.54E-02	0.0263314081
17	38752713	38764231	GI_22538464-S	PSMB3	7.70E-01	6.46E-01	7.30E-01	0.1409072369
17	38765689	38799905	GI_32528304-I	PIP4K2B	9.14E-01	7.99E-01	8.99E-01	0.3832772074
17	38780085	38809522	GI_19913405-S	TOP2A	7.64E-01	4.35E-01	8.08E-01	0.8083640733
17	38800434	38825350	GI_34147582-S	CWC25	3.98E-01	6.35E-01	2.79E-01	0.3412492635
17	38834974	38849254	GI_10835020-S	IGFBP4	8.68E-02	2.81E-01	7.23E-02	0.349754256
17	38850068	38853800	GI_14591907-S	RPL23	1.20E-01	8.29E-02	3.06E-01	0.0059208001
17	38864574	38901849	GI_34147506-S	DCAKD	9.46E-01	8.19E-01	9.48E-01	0.1228436567
17	38867351	38893125	GI_23943811-S	TNS4	9.80E-02	8.39E-01	7.20E-02	0.3911810198
17	38869859	38921770	GI_5453709-S	LASP1	9.39E-01	7.91E-01	9.35E-01	0.6376896287
17	38902052	38949560	GI_39725674-S	NMT1	2.17E-01	1.33E-01	2.68E-01	0.5877982476
17	38945325	38957040	GI_30795213-S	CCR7	1.26E-01	4.00E-02	2.47E-01	0.71414272
17	38975443	38984362	GI_13376028-S	ACBD4	8.91E-02	5.12E-02	2.90E-01	0.1831332698
17	38987505	38992292	GI_5453681-S	HEXIM1	3.04E-01	1.72E-02	9.95E-01	0.2509089179
17	39001091	39009915	GI_21389406-S	HEXIM2	3.17E-01	2.05E-01	3.85E-01	0.5658301759
17	39019316	39039446	GI_21264354-S	SMARCE1	7.70E-01	4.16E-01	8.14E-01	0.8953985014
17	39060055	39085448	GI_33356147-S	FMNL1	8.26E-01	7.60E-01	7.29E-01	0.2739608951
17	39063303	39153283	GI_21361852-S	PLXDC1	8.91E-01	7.26E-01	8.54E-01	0.6716240328
17	39101255	39155179	GI_4505396-S	MAP3K14	2.61E-01	7.45E-01	1.72E-01	0.7934698095
17	39173456	39197703	GI_40804467-I	CACNB1	2.76E-01	9.12E-01	1.54E-01	0.4823669943
17	39200283	39204727	GI_17158042-S	RPL19	9.64E-01	9.33E-01	9.05E-01	0.1515012536
17	39209679	39214200	GI_40354191-S	KRT10	9.74E-01	9.68E-01	9.33E-01	0.7765201288
17	39210536	39225787	GI_39752672-S	STAC2	1.41E-02	9.66E-01	7.18E-03	0.88163202
17	39210681	39227862	GI_21687219-S	TMEM99	9.38E-01	9.63E-01	7.09E-01	0.4343849553
17	39231827	39270972	GI_40548321-S	ARHGAP27	3.37E-01	3.65E-01	3.34E-01	0.8230606714
17	39252644	39402277	GI_14249619-S	FBXL20	4.89E-01	1.87E-01	6.70E-01	0.6261556468
17	39273955	39296473	GI_40538727-S	PLEKHM1	6.27E-01	3.35E-01	7.89E-01	0.6182865342
17	39404285	39451274	GI_28559038-S	MED1	2.40E-01	2.74E-01	2.39E-01	0.7451789855
17	39461486	39567559	GI_7706548-S	CDK12	6.55E-01	6.00E-01	5.52E-01	0.5495953911
17	39569059	39569821	GI_16118223-S	KRTAP4-2	8.35E-01	2.31E-01	9.48E-01	0.6546936354
17	39626908	39636625	GI_31415879-I	PPP1R1B	1.69E-01	6.63E-01	1.45E-01	0.5733416069
17	39637080	39664201	GI_31543656-S	STARD3	1.12E-01	5.36E-01	9.52E-02	0.7264716366
17	39667981	39670475	GI_31543421-S	PNMT	9.42E-01	7.54E-01	9.59E-01	0.5165735882
17	39671122	39688057	GI_45505179-S	PGAP3	8.86E-01	9.25E-01	5.81E-01	0.3268467673
17	39729156	39730539	GI_42822890-S	MIEN1	4.53E-01	9.40E-01	1.45E-01	0.5953183749
17	39757715	39864188	GI_38045964-A	IKZF3	3.13E-01	1.54E-01	6.09E-01	0.1872207546
17	39827985	39832961	GI_15431317-S	KRT38	3.82E-01	3.44E-01	4.02E-01	0.762251807
17	39892545	39897177	GI_24234693-A	KRT13	4.50E-01	9.30E-01	1.86E-01	0.2034122827
17	39904595	39918784	GI_8924175-S	GSDMB	1.91E-01	7.69E-01	1.13E-01	0.0570566742
17	39905306	39910579	GI_24430189-S	KRT15	9.09E-01	8.22E-01	7.76E-01	0.786456504
17	39921042	39927631	GI_27544926-S	ORMDL3	4.92E-01	5.81E-01	3.89E-01	0.1158980135
17	39962973	39977831	GI_31342342-S	GSDMA	8.44E-01	8.42E-01	6.35E-01	0.7946814514
17	39973838	39978454	GI_15431309-S	KRT14	6.95E-01	7.40E-01	4.59E-01	0.8552284802
17	39980768	39997960	GI_25777611-S	PSMD3	9.61E-01	9.09E-01	9.19E-01	0.243963674
17	40015361	40017813	GI_27437048-A	CSF3	4.23E-01	9.02E-01	1.45E-01	0.4038824425
17	40019097	40054636	GI_41281495-S	MED24	3.05E-01	9.45E-01	8.97E-02	0.8344625083
17	40032510	40046893	GI_7706177-S	ARL17A	8.29E-01	9.33E-01	4.71E-01	0.3958600945
17	40062193	40093867	GI_40806159-I	THRA	8.41E-01	9.46E-01	4.30E-01	0.8317174235
17	40062193	40093867	GI_40806158-I	THRA	9.83E-01	9.46E-01	9.61E-01	0.0219465734
17	40080633	40083404	GI_20070210-S	EIF1	9.11E-01	7.76E-01	8.29E-01	0.5021217794
17	40092157	40095514	GI_11079227-S	NSF	8.41E-01	9.12E-01	5.01E-01	0.8358749459
17	40114361	40126487	GI_30061493-A	HAP1	9.28E-01	9.27E-01	6.68E-01	0.9289899492
17	40140254	40172178	GI_24475733-S	CASC3	6.21E-01	2.89E-01	8.02E-01	0.8515178796
17	40144350	40213196	GI_11079227-S	NSF	7.69E-01	3.39E-01	9.17E-01	0.4992597416
17	40146477	40178584	GI_12056467-A	JUP	3.09E-01	1.95E-01	4.61E-01	0.0001887344
17	40146477	40178584	GI_4504810-I	JUP	5.21E-01	1.95E-01	8.66E-01	0.3436119778
17	40176284	40195656	GI_7705938-S	RAPGEFL1	2.53E-01	4.82E-01	1.51E-01	0.1151517609
17	40193805	40204052	GI_39812427-S	LEPREL4	5.36E-01	3.13E-01	6.67E-01	0.9217873333
17	40204563	40215082	GI_21361894-S	FKBP10	3.84E-01	4.42E-01	3.22E-01	0.5659894873
17	40218240	40274537	GI_21536426-S	WNT3	6.16E-01	5.90E-01	5.02E-01	0.5461630233
17	40219322	40282692	GI_23199980-S	WIPF2	6.16E-01	6.10E-01	4.89E-01	0.037651233
17	40245409	40257238	GI_8922527-S	KLHL11	6.25E-01	6.82E-01	4.15E-01	0.7812029793
17	40258594	40311000	GI_38569420-S	ACLY	6.34E-01	5.34E-01	5.39E-01	0.7593944484
17	40309171	40357643	GI_4506418-S	RARA	9.14E-01	9.62E-01	5.17E-01	0.7577634041
17	40354523	40365518	GI_38570090-S	CNP	8.86E-01	7.87E-01	7.90E-01	0.7929957074
17	40364203	40405456	GI_4507712-S	DNAJC7	9.03E-01	8.83E-01	7.06E-01	0.4153257137
17	40378679	40396926	GI_16905519-I	GOSR2	8.29E-01	6.53E-01	7.62E-01	0.0209215797
17	40378679	40396926	GI_16905521-I	GOSR2	9.18E-01	6.53E-01	9.64E-01	0.6934058123
17	40388521	40417950	GI_19913405-S	TOP2A	7.76E-01	5.80E-01	7.57E-01	0.1832711571
17	40405335	40413399	GI_40316921-S	NKIRAS2	9.49E-01	9.19E-01	7.89E-01	0.3247169257
17	40433522	40434616	GI_42821107-S	RPRML	9.75E-01	9.69E-01	9.72E-01	0.4654980476
17	40443424	40457730	GI_10835020-S	IGFBP4	3.94E-01	2.22E-01	7.19E-01	0.6702204632
17	40460146	40509475	GI_40786399-S	LRRC37A3	2.72E-01	1.51E-01	6.36E-01	0.128180614
17	40475828	40501681	GI_23943811-S	TNS4	3.35E-01	4.35E-01	2.37E-01	0.6129642221
17	40489197	40500526	GI_13129141-S	DHX58	9.77E-01	8.53E-01	9.62E-01	0.0526730578
17	40500904	40509157	GI_10835100-S	KAT2A	1.57E-01	2.46E-01	1.44E-01	0.6979795785
17	40510531	40511146	GI_15082237-S	HSPB9	5.58E-01	1.55E-01	9.74E-01	0.1938948445
17	40512765	40542811	GI_41393544-A	RAB5C	8.45E-01	4.30E-01	9.32E-01	0.8744222176
17	40544659	40569024	GI_6912445-S	KCNH4	3.41E-02	5.80E-01	1.32E-02	0.0544693144
17	40553769	40565484	GI_30795213-S	CCR7	5.13E-01	5.00E-01	4.22E-01	0.4437460811
17	40571806	40573198	GI_4557634-S	HCRT	4.59E-01	5.09E-01	3.38E-01	0.8459994449
17	40572496	40644750	GI_16554576-S	CDC27	4.31E-01	7.95E-01	2.70E-01	0.6505374051
17	40576833	40582278	GI_31543054-S	GHDC	1.25E-01	1.90E-01	1.45E-01	0.2270383506
17	40586923	40664134	GI_42519913-S	STAT5B	7.95E-01	9.13E-01	5.29E-01	0.4186555656
17	40627720	40647851	GI_21264354-S	SMARCE1	2.42E-01	8.41E-01	1.35E-01	0.5351594377
17	40664504	40679131	GI_17921996-S	MYL4	7.16E-01	9.71E-01	2.21E-01	0.6771477944
17	40675279	40699663	GI_21618341-S	STAT5A	2.21E-01	9.56E-01	6.09E-02	0.6934613011
17	40701045	40776137	GI_21618337-A	STAT3	8.42E-01	6.27E-01	8.27E-01	0.6498253447
17	40709287	40768167	GI_4557676-S	ITGB3	3.60E-02	6.57E-01	2.76E-02	0.6568759956
17	40818117	40822611	GI_40354191-S	KRT10	4.86E-01	8.45E-01	2.77E-01	0.1085585983
17	40819092	40836274	GI_21687219-S	TMEM99	9.16E-01	8.46E-01	8.45E-01	0.7461676918
17	40846745	40910459	GI_19913417-S	ATP6V0A1	9.88E-01	9.54E-01	9.68E-01	0.65176059
17	40923793	40932309	GI_40548380-S	NAGLU	3.17E-01	9.45E-01	2.40E-02	0.6810781386
17	40939828	40943076	GI_4504500-S	HSD17B1	2.25E-01	8.35E-01	5.81E-02	0.6453148786
17	40949924	40954131	GI_22095394-S	COASY	7.98E-01	9.59E-01	1.65E-01	0.8483075332
17	40954910	40961053	GI_38201613-A	MLX	5.78E-01	8.18E-01	2.17E-01	0.9454987009
17	40967335	40997209	GI_31342405-S	FAM134C	9.16E-01	8.81E-01	5.80E-01	0.6029169644
17	40997122	41003018	GI_34222287-S	TUBG1	6.42E-02	3.88E-01	1.27E-02	0.8683533184
17	41029621	41070145	GI_15451906-S	NPEPPS	6.90E-01	5.81E-01	6.26E-01	0.1426089454
17	41047015	41054778	GI_7706750-S	TUBG2	6.51E-01	5.68E-01	5.41E-01	0.6001530775
17	41070271	41087626	GI_4505462-S	CNTNAP1	1.36E-01	1.73E-01	1.67E-01	0.2364829153
17	41087908	41132634	GI_19923201-S	EZH1	8.22E-01	7.47E-01	7.38E-01	0.0394148807
17	41096264	41130080	GI_24797084-S	KPNB1	7.21E-01	5.94E-01	6.41E-01	0.3593178532
17	41141646	41158502	GI_7662301-S	TBKBP1	9.44E-01	9.56E-01	6.75E-01	0.5992556069
17	41161040	41167204	GI_37059727-S	VPS25	9.53E-01	8.97E-01	8.81E-01	0.7217590544
17	41177446	41178208	GI_16118223-S	KRTAP4-2	9.02E-01	8.24E-01	7.98E-01	0.569226334
17	41197767	41211922	GI_19923741-S	BECN1	7.14E-01	9.09E-01	3.59E-01	0.4616381718
17	41220772	41231390	GI_30410793-A	PSME3	8.30E-01	9.47E-01	4.64E-01	0.3722187712
17	41232222	41238337	GI_6806880-A	AOC2	9.09E-01	9.33E-01	6.35E-01	0.5562996565
17	41253652	41268065	GI_22035615-A	OSBPL7	5.04E-01	9.21E-01	2.13E-01	0.6235656336
17	41269550	41277826	GI_22547113-A	MRPL10	5.69E-01	9.29E-01	2.63E-01	0.0944024805
17	41283966	41287618	GI_24308405-S	SCRN2	7.68E-01	9.01E-01	4.68E-01	0.1631624616
17	41291197	41302158	GI_42490765-S	SP6	9.02E-01	9.27E-01	6.48E-01	0.1342831305
17	41338174	41352160	GI_34147388-S	AARSD1	8.11E-01	9.48E-01	4.42E-01	0.6700321558
17	41342083	41374897	GI_41281667-S	SP2	8.03E-01	9.39E-01	4.64E-01	0.4001213156
17	41368087	41381215	GI_27436874-S	RUNDC1	4.95E-01	8.66E-01	3.12E-01	0.6490140857
17	41385958	41390494	GI_17017972-S	RPL27	8.82E-01	8.93E-01	6.72E-01	0.7348180962
17	41387555	41395352	GI_8922497-S	PNPO	8.14E-01	9.36E-01	4.60E-01	0.6728792646
17	41394259	41402019	GI_34147320-S	IFI35	9.54E-01	9.43E-01	8.01E-01	0.7358989289
17	41398011	41403923	GI_34147376-S	PRR15L	3.26E-01	9.62E-01	1.18E-01	0.8522191343
17	41402165	41409983	GI_18379348-S	VAT1	1.59E-01	9.67E-01	4.67E-02	0.7462736465
17	41412791	41419591	GI_5579480-S	RND2	7.06E-01	9.46E-01	3.25E-01	0.0015502371
17	41416597	41427853	GI_28872791-A	CDK5RAP3	8.93E-01	9.55E-01	5.87E-01	0.1144303351
17	41431851	41513018	GI_6552306-A	BRCA1	2.04E-02	9.08E-01	1.21E-02	0.9191695095
17	41436369	41441344	GI_15431317-S	KRT38	9.64E-01	9.37E-01	8.25E-01	0.7400076543
17	41472151	41483770	GI_7705982-S	COPZ2	3.78E-01	6.51E-01	2.65E-01	0.1009602732
17	41494079	41507301	GI_4505378-S	NFE2L1	8.56E-01	9.39E-01	4.41E-01	0.664076195
17	41500981	41505613	GI_24234693-A	KRT13	7.68E-01	9.69E-01	1.90E-01	0.0501631096
17	41513745	41521781	GI_24430189-S	KRT15	9.38E-01	8.37E-01	9.03E-01	0.0852564206
17	41515771	41548743	GI_34147635-S	CBX1	5.75E-01	6.82E-01	4.48E-01	0.8842465596
17	41554691	41569833	GI_23111025-A	SNX11	5.49E-01	3.09E-01	6.59E-01	0.2842686761
17	41558021	41599243	GI_14110380-I	NBR1	6.46E-01	4.11E-01	7.00E-01	0.5731901155
17	41580532	41877202	GI_16753209-S	SKAP1	6.85E-01	2.08E-01	8.06E-01	0.1403436741
17	41582279	41586895	GI_15431309-S	KRT14	3.50E-01	3.65E-01	3.28E-01	0.0183228173
17	41599430	41607125	GI_21450795-S	TMEM106A	6.59E-01	7.67E-01	4.29E-01	0.2762185549
17	41688875	41691646	GI_20070210-S	EIF1	3.32E-01	1.70E-01	4.46E-01	0.1273666882
17	41711850	41714001	GI_41327766-S	ARL4D	2.38E-01	6.25E-01	2.01E-01	0.5759156751
17	41722639	41734646	GI_30061493-A	HAP1	3.85E-01	1.89E-01	5.50E-01	0.6242022115
17	41754607	41786712	GI_4504810-I	JUP	7.61E-01	6.92E-01	6.66E-01	0.5234658136
17	41754607	41786712	GI_12056467-A	JUP	8.41E-01	6.92E-01	7.92E-01	0.3840086912
17	41797051	41837403	GI_4826689-S	DHX8	2.87E-01	4.90E-01	2.76E-01	0.4607375996
17	41801952	41812629	GI_39812427-S	LEPREL4	9.24E-01	3.47E-01	9.85E-01	0.2710179603
17	41812262	41823217	GI_21361894-S	FKBP10	7.55E-01	6.34E-01	6.97E-01	0.676423134
17	41853547	41865376	GI_8922527-S	KLHL11	1.69E-02	3.40E-03	9.62E-01	0.0020670525
17	41866916	41930542	GI_38569420-S	ACLY	5.97E-01	1.89E-01	9.32E-01	0.6067824467
17	41953427	41974933	GI_21396477-I	MEOX1	8.12E-01	8.41E-01	5.24E-01	0.7263935437
17	41966741	41977740	GI_38570090-S	CNP	8.17E-01	8.88E-01	4.99E-01	0.7783718183
17	41976125	41977599	GI_24497525-S	HOXB1	9.40E-01	9.19E-01	7.77E-01	0.3044589932
17	41976421	42021371	GI_4507712-S	DNAJC7	8.60E-01	8.89E-01	6.04E-01	0.7552080893
17	41989338	41991636	GI_24497527-S	HOXB2	9.39E-01	6.44E-01	9.50E-01	0.4956750581
